,with_overlap,500 Characters,1000 Characters,1500 Characters
73,Overlap,0.7752895157402508,0.3478497508135653,
74,Overlap,0.5331298193564735,,
75,Overlap,0.7218828153752456,0.5856307671467552,
76,Overlap,,0.195371906350341,
77,Overlap,,,
78,Overlap,0.5929580296503116,0.3831086358548132,
79,Overlap,,0.5031134233869141,0.5403676848271015
80,Overlap,0.5157765334163968,0.4213253206291123,0.3790772330958128
81,Overlap,0.3460609681020575,,0.7200877750725004
82,Overlap,0.4583056592804493,0.6402799994169446,
83,Overlap,,,0.2137475304581537
84,Overlap,,0.4958358336220151,
85,Overlap,0.3934278021775864,0.410192522526154,0.5083809884745282
86,Overlap,,0.7093888778394482,
87,Overlap,0.4940026382631798,,0.5106784154772568
88,Overlap,,,
89,Overlap,,0.5909072564032121,
90,Overlap,,0.2904744275987534,
91,Overlap,0.7010381825721594,0.5754447683680396,0.8282822496888467
92,Overlap,0.4365572917914618,0.5237156456114915,0.3958783140661964
93,Overlap,,,
94,Overlap,0.159861990020525,0.397908376687146,0.4464487450323289
95,Overlap,0.947064888549167,,
96,Overlap,,,
97,Overlap,0.4839661656368642,0.5985064376424672,0.5852469215445539
98,Overlap,,,0.437633634713518
99,Overlap,,,0.5313156322573258
100,Overlap,,0.5103413678519708,0.7695120407087435
101,Overlap,,,
102,Overlap,0.3360042721653302,,0.5273595602401537
103,Overlap,,0.6261772890499506,
104,Overlap,,,
105,Overlap,,,
106,Overlap,0.3994128554807874,,0.5212331052785372
107,Overlap,,0.5952453488319702,0.5089004108688953
108,Overlap,,0.4011313703675828,
109,Overlap,,,
110,Overlap,,0.5011603197114979,0.381074417586285
111,Overlap,,0.7130374571136837,
112,Overlap,,0.4569967602926285,
113,Overlap,0.7395062412550333,0.4120283915207526,0.7340978063843034
114,Overlap,0.455721040329767,0.5806508971091241,
115,Overlap,0.5966690264498473,,
116,Overlap,,,
117,Overlap,,,
118,Overlap,0.4290412614109648,,
119,Overlap,,,
120,Overlap,0.4613672520715376,,
121,Overlap,0.191478007442385,0.4604723544817803,
122,Overlap,,,
123,Overlap,,,
124,Overlap,,0.5911898492359317,
125,Overlap,,0.5131902957480058,
126,Overlap,0.5238963228623995,,
127,Overlap,,0.3431036599645795,0.4684002748993569
128,Overlap,,,
