,with_overlap,500 characters,1000 characters,1500 characters
199,Overlap,0.905171462,0.940297447,0.935172584
200,Overlap,0.929883316,0.905305532,0.929534974
201,Overlap,0.700804761,0.673835529,0.879538842
202,Overlap,0.835640678,0.913635238,0.75201177
203,Overlap,0.716886194,0.686304481,0.801278604
204,Overlap,0.920254042,0.900230757,0.695775408
205,Overlap,0.912059273,0.654469558,0.516391773
206,Overlap,0.811345038,0.950137334,0.906685821
207,Overlap,0.832185092,0.847958349,0.796199519
208,Overlap,0.269048542,0.461206891,0.361235221
209,Overlap,0.88024246,0.912013892,0.936271895
210,Overlap,0.737946515,0.792695207,0.556997327
211,Overlap,0.923424074,0.93878575,0.94629395
212,Overlap,0.903769663,0.897898932,0.902600219
213,Overlap,0.92529522,0.893235202,0.92775457
214,Overlap,0.812793589,0.849636873,0.846450855
215,Overlap,0.736595941,0.775036726,0.843966629
216,Overlap,0.863066524,0.875812208,0.929206876
217,Overlap,0.83154024,0.920703834,0.895366009
218,Overlap,0.804217316,0.863110885,0.831883873
219,Overlap,0.796165103,0.75589957,0.724518892
220,Overlap,0.709324431,0.63351728,0.763466079
221,Overlap,0.752052511,0.829090231,0.793370134
222,Overlap,0.890429652,0.908756685,0.858580297
223,Overlap,0.81782403,0.831438864,0.840188159
224,Overlap,0.602574064,0.657644377,0.796934576
225,Overlap,0.690957756,0.620342055,0.711893483
226,Overlap,0.87264798,0.891852601,0.863062304
227,Overlap,0.809167196,0.53106926,0.499121828
228,Overlap,0.838334254,0.822955204,0.863852331
229,Overlap,0.804777614,0.805610236,0.773523598
230,Overlap,0.564368757,0.575023643,0.937891077
231,Overlap,0.712572317,0.802762041,0.766539292
232,No Overlap,0.767277679,0.926081476,0.85068678
233,No Overlap,0.352597349,0.395880625,0.438095484
234,No Overlap,0.632783034,0.73804808,0.733834476
235,No Overlap,0.742791233,0.680873893,0.795455235
236,No Overlap,0.744247155,0.753197539,0.762558265
237,No Overlap,0.815029504,0.82181945,0.882329093
238,No Overlap,0.500667449,0.619445151,0.643934858
239,No Overlap,0.772408062,0.790054882,0.740672637
240,No Overlap,0.745522286,0.791592249,0.743169916
241,No Overlap,0.557130235,0.632461495,0.540919888
242,No Overlap,0.709860429,0.672052206,0.645025975
243,No Overlap,0.737662319,0.893019011,0.857432788
244,No Overlap,0.828274885,0.763822072,0.833905248
245,No Overlap,0.918549114,0.816344688,0.921213102
246,No Overlap,0.920658705,0.931865498,0.948049395
247,No Overlap,0.688612293,0.915170634,0.92091821
248,No Overlap,0.469355027,0.541523622,0.560318135
249,No Overlap,0.24251032,0.4267578,0.29656203
250,No Overlap,0.623813692,0.500975375,0.566896476
251,No Overlap,0.861652739,0.773995073,0.867626343
252,No Overlap,0.776412819,0.7947419,0.826776867
253,No Overlap,0.807359621,0.626529808,0.485603459
254,No Overlap,0.293150149,0.367368184,0.346311128
255,No Overlap,0.490065972,0.689471354,0.774389091
256,No Overlap,0.888932926,0.883534156,0.84117955
